ticker,history_dev
BSR,  1992 – 1996: Tìm kiếm các đối tác liên doanh để đầu tư xây dựng Nhà máy lọc dầu số 1 tại Dung Quất - Quảng Ngãi. 1997 – 1998: Thực hiện phương án tự đầu tư theo Quyết định 514/QĐ -TTg của Thủ tướng Chính phủ. 1996 – 2003:  Hợp tác với Nga thành lập Công ty liên doanh Nhà máy lọc dầu Việt – Nga (VIETROSS) để triển khai dự án theo hình thức liên doanh với tỷ lệ góp vốn 50/50. Từ 2003 đến hiện nay: Trở lại hình thức tự đầu tư và triển khai xây dựng nhà máy lọc dầu theo quyết định 546/QĐ - TTg của Thủ tướng Chính phủ. Ngày 09/05/2008: Công ty trách nhiệm hữu hạn Một thành viên Lọc - Hoá dầu Bình Sơn chịu trách nhiệm quản lý nhà máy lọc dầu Dung Quất được thành lập. Ngày 06/01/2011: Khánh thành Nhà máy lọc dầu Dung quất - Nhà máy lọc dầu đầu tiên của Việt Nam. Ngày 01/07/2018: Chuyển đổi thành Công ty Cổ phần Lọc Hóa dầu Bình Sơn với vốn điều lệ 31.004.996.160.000 đồng theo Giấy chứng nhận đăng ký doanh nghiệp số 4300378569 cấp đổi lần thứ 12 bởi Sở Kế hoạch và Đầu tư Tỉnh Quảng Ngãi. Ngày 12/12/2024: Chấp thuận niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 07/01/2025: Huỷ đăng ký giao dịch trên thị trường UPCOM; Ngày 17/01/2025: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);   
BSI,  Ngày 26/11/1999: Công ty TNHH Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam được thành lập; Ngày 17/11/2010: Bán cổ phần lần đầu ra công chúng (IPO); Ngày 01/01/2011: Đổi tên thành Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam với vốn điều lệ 865 tỷ đồng; Ngày 19/07/2011: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 19/07/2017: Tăng vốn điều lệ lên 929.884.920.000 đồng; Ngày 27/11/2017: Tăng vốn điều lệ lên 976.374.350.000 đồng; Ngày 08/02/2018: Tăng vốn điều lệ lên 1.076.374.350.000 đồng; Ngày 11/07/2019: Tăng vốn điều lệ lên 1.220.700.780.000 đồng; Ngày 14/10/2022: Tăng vốn điều lệ lên 1.878.001.200.000 đồng; Ngày 07/06/2023: Đổi tên thành Công ty Cổ phần Chứng khoán BIDV; Ngày 13/09/2023: Tăng vốn điều lệ lên 2.027.831.270.000 đồng; Ngày 22/08/2024: Tăng vốn điều lệ lên 2.230.607.010.000 đồng;   
BRC,"  Năm 1975: Tiền thân là Xí nghiệp Cao Su Giải Phóng được thành lập. Năm 1994: Đổi tên thành Công ty Cao Su Bến Thành; Tháng 05, 2007: Công ty được cổ phần hóa và đổi tên thành Công ty Cổ phần Cao Su Bến Thành với vốn điều lệ là 40 tỷ đồng; Năm 2010: Tăng vốn điều lệ lên 82,5 tỷ đồng; Ngày 13/12/2011: Chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2013: Tăng vốn điều lệ lên 123,74 tỷ đồng;   "
BMP,"  Ngày 16/11/1977: Nhà máy Công tư Hợp doanh Nhựa Bình Minh được thành lập theo Quyết định số 1488/QĐ-UB của UBND Thành phố Hồ Chí Minh; Ngày 08/02/1990: Xí nghiệp Khoa học Sản xuất Nhựa Bình Minh được thành lập trên cơ sở thành lập lại Nhà máy Công tư Hợp doanh Nhựa Bình Minh theo Quyết định số 86/CNn-TCLĐ của Bộ Công nghiệp nhẹ; Ngày 24/03/1994: UBND Thành phố Hồ Chí Minh ban hành Quyết định số 842/QĐ-UB-CN về việc quốc hữu hóa Xí nghiệp Khoa học Sản xuất Nhựa Bình Minh và chuyển đổi thành Doanh nghiệp Nhà nước; Ngày 03/11/1994: Bộ Công nghiệp nhẹ ban hành Quyết định số 1434/CNn-TCLĐ về việc thành lập Doanh nghiệp Nhà nước Công ty Nhựa Bình Minh; Ngày 04/12/2003: Bộ Công nghiệp ban hành Quyết định số 209/2003/QĐ-BCN về việc chuyển Công ty Nhựa Bình Minh thành Công ty Cổ phần Nhựa Bình Minh; Ngày 02/01/2004: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ 107,18 tỷ đồng; Ngày 11/07/2006: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2008: Tăng vốn điều lệ lên 175,99 tỷ đồng; Năm 2010: Tăng vốn điều lệ lên 349,84 tỷ đồng; Năm 2013: Tăng vốn điều lệ lên 454,78 tỷ đồng; Năm 2017: Tăng vốn điều lệ lên 818,60 tỷ đồng;     "
BMI,"  Ngày 28/11/1994: Tiền thân là Công ty Bảo hiểm Thành phố Hồ Chí Minh được thành lập  Năm 2004: Cổ phần hóa và chuyển đổi thành Tổng Công ty Cổ phần Bảo Minh với vốn điều lệ 434 tỷ đồng; Ngày 28/11/2006: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Tháng 09/2007: Tăng vốn điều lệ lên 755 tỷ đồng; Ngày 21/04/2008: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2015: Tăng vốn điều lệ lên 830,5 tỷ đồng; Năm 2016: Tăng vốn điều lệ lên 913.540.370.000 đồng; Ngày 01/12/2021: Tăng vốn điều lệ lên 1.096.239.850.000 đồng; Ngày 19/02/2024: Tăng vốn điều lệ lên 1.205.854.080.000 đồng; Ngày 03/12/2024: Tăng vốn điều lệ lên 1.326.428.180.000 đồng;   "
BMC,"  Năm 1985: Tiền thân là Công ty Khoáng Sản Bình Định được thành lập, là một trong những công ty có uy tín và tiên phong trong lĩnh vực khai thác sa khoáng tại tỉnh Bình Định cũng như ở Việt Nam.  Ngày 08/01/2001: Chuyển thành Công ty Cổ phần khoáng sản Bình Định theo giấy chứng nhận đăng kí kinh doanh số 3503000009, với số VĐL là  13,11 tỷ đồng. Ngày 28/12/2006: Chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2007: Tăng vốn điều lệ lên 39,34 tỷ đồng; Tháng 02, 2008: Tăng vốn điều lệ lên 59,013 tỷ đồng; Tháng 05, 2008: Tăng vốn điều lệ lên 82,618 tỷ đồng; Năm 2012: Tăng vốn điều lệ lên 123,92 tỷ đồng;   "
BKG,  Ngày 12/08/2015: Công ty Cổ phần Đầu tư BKG Việt Nam (tiền thân là Công ty Cổ phần Thiết bị DTA) thành lập với vốn điều lệ 10 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 0106935814 cấp lần đầu bởi Sở Kế hoạch và Đầu tư Thành phố Hà Nội; Ngày 10/01/2018: Tăng vốn điều lệ lên 40 tỷ đồng; Ngày 29/12/2018: Tăng vốn điều lệ lên 320 tỷ đồng; Ngày 21/12/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 31/12/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 04/05/2022: Tăng vốn điều lệ lên 620 tỷ đồng; Ngày 27/12/2022: Tăng vốn điều lệ lên 681 tỷ đồng;   
BID,"  Ngày 26/04/1957: Tiền thân là Ngân hàng Kiến thiết Việt Nam trực thuộc Bộ Tài chính được thành lập theo Quyết định 177/TTg của Thủ tướng Chính phủ; Ngày 24/06/1981: Đổi tên thành Ngân hàng Đầu tư và Xây dựng Việt Nam trực thuộc Ngân hàng Nhà nước Việt Nam; Ngày 14/11/1990: Đổi tên thành Ngân hàng Đầu tư và Phát triển Việt Nam; Năm 1995: Chuyển sang hoạt động như một Ngân hàng thương mại với vốn điều lệ 1.100 tỷ đồng; Năm 2001: Ngân hàng thương mại đầu tiên đạt chứng chỉ ISO 9001:2000; Năm 2008: Tăng vốn điều lệ lên 8.756 tỷ đồng; Năm 2009: Tăng vốn điều lệ lên 10.498 tỷ đồng; Năm 2010: Tăng vốn điều lệ lên 14.600 tỷ đồng; Năm 2011: Giảm vốn điều lệ xuống 12.974 tỷ đồng; Ngày 28/12/2011: Bán cổ phần lần đầu ra công chúng (IPO) với mức giá đấu thành công bình quân là 18.583 đồng/cổ phần; Ngày 27/04/2012: Chính thức chuyển đổi Ngân hàng TMCP Đầu tư và Phát triển Việt Nam với vốn điều lệ 23.012 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 0100150619 cấp đổi lần thứ 13 bởi Sở Kế hoạch và Đầu tư Thành phố Hà Nội; Ngày 06/08/2013: Tăng vốn điều lệ lên 28.112 tỷ đồng; Năm 2014: Niêm yết Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2015: Tăng vốn điều lệ lên 34.187 tỷ đồng; Ngày 20/02/2020: Tăng vốn điều lệ lên 40.220 tỷ đồng; Ngày 01/03/2022: Tăng vốn điều lệ lên 50.585 tỷ đồng; Ngày 03/01/2024: Tăng vốn điều lệ lên 57.004,36 tỷ đồng;   "
BIC,"  Tháng 07/1999: Công ty Liên doanh Bảo hiểm Việt Úc được thành lập trên cơ sở hợp tác giữa Ngân hàng Đầu tư và Phát triển Việt Nam (BIDV) và Công ty Bảo hiểm Quốc tế QBE (Úc); Năm 2006: Đổi tên thành Công ty Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (BIC) sau khi Ngân hàng Đầu tư và phát triển Việt Nam mua lại toàn bộ phần vốn góp của Công ty Bảo hiểm Quốc tế QBE trong Công ty Liên doanh Bảo hiểm Việt Úc; Năm 2007: Tăng vốn điều lệ lên 500 tỷ đồng, và mở rộng thêm 11 chi nhánh và 30 phòng kinh doanh khu vực; Năm 2008: Chính thức triển khai kênh Bancassurance, và hợp tác với Ngân hàng Liên doanh Lào Việt (LVB) và Ngân hàng Ngoại thương Lào (BCEL) thành lập Công ty Liên doanh Bảo hiểm Lào Việt (LVI); Tháng 09/2009: Với việc được giao quản lý toàn diện Công ty Bảo hiểm Cambodia Việt Nam, BIC trở thành công ty bảo hiểm đầu tiên của Việt Nam có mạng lưới hoạt động trên cả 3 nước Đông Dương (Việt Nam - Lào - Campuchia); Ngày 01/10/2010: Chính thức chuyển đổi từ Công ty 100% vốn Nhà nước sang Công ty cổ phần với tên gọi mới là Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam; Năm 2011: Niêm yết cổ phiếu trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) và chính thức triển khai kênh bán bảo hiểm trực tuyến tại địa chỉ www.baohiemtructuyen.com.vn;  Năm 2013: Mua lại phần vốn góp của Ngân hàng Liên doanh Lào Việt tại Công ty Liên doanh Bảo hiểm Lào Việt để tăng sở hữu tại Công ty Liên doanh Bảo hiểm Lào Việt (LVI) lên 65% và chính thức phát hành báo cáo tài chính hợp nhất từ Quý 3/2013; Năm 2014: Tăng vốn điều lệ lên 762.299.820.000 đồng; Năm 2015: Khai trương Văn phòng đại diện tại Myanmar; Năm 2016: Tăng vốn điều lệ lên 1.172.768.950.000 đồng;   "
BHN,"  Năm 1890: Nhà máy Bia Hommel được người Pháp xây dựng; Năm 1957: Nhà máy bia Hommel được khôi phục và đổi tên thành Nhà máy bia Hà Nội; Ngày 15/8/1958: Chai bia đầu tiên của Việt Nam mang nhãn hiện ""Trúc Bạch"" ra đời; Năm 1993: Chuyển đổi thành Công ty Bia Hà Nội với công suất được nâng lên 50 triệu lít/năm; Năm 2001: Nâng công suất lên 100 triệu lít/năm; Ngày 06/05/2003: Tổng Công ty Bia-Rượu-Nước giải khát Hà Nội được thành lập trên cơ sở tổ chức lại Công ty Bia Hà Nội theo Quyết định số 75/2003/QĐ-BCN của Bộ trưởng Bộ Công nghiệp; Ngày 16/6/2008: Chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ 2.318 tỷ đồng; Năm 2010: Hoàn thành xây dựng Nhà máy bia công xuất 200 triệu lít/năm tại huyện Mê Linh, Hà Nôi; Ngày 28/10/2016: Chính thức được giao dịch trên thị trường UPCOM; Ngày 11/01/2017: Hủy đăng ký giao dịch trên thị trường UPCOM; Ngày 30/12/2016: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 19/01/2017: Chính thức được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);   "
BFC,"  Năm 1973: Công ty Phân bón Thành Tài (Thataco) được thành lập; Năm 1976: Được chuyển cho Nhà nước và đổi tên thành Xí nghiệp Phân bón Bình Điền II, trực thuộc Công ty Phân bón Miền Nam; Năm 2003: Chuyển thành Công ty Phân bón Bình Điền, trực thuộc Tổng Công ty Hóa chất Việt Nam (nay là Tập đoàn Hóa chất Việt Nam); Năm 2011: Được cổ phần hóa  và hoạt động dưới hình thức công ty cổ phần với số vốn điều lệ 397 tỷ đồng; Năm 2014: Tăng vốn điều lệ lên 476,4 tỷ đồng; Ngày 27/08/2015: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 07/10/2015: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2016: Tăng vốn điều lệ lên 571.679.930.000 đồng;   "
BCM,  Năm 1976: Công ty Thương Nghiệp Tổng Hợp Bến Cát (Becamex) được thành lập; Năm 1992: Sáp nhập với các công ty cấp Tỉnh lấy tên chính thức là công ty Thương mại - XNK Tỉnh Sông Bé (Becamex); Năm 1999: Đổi tên thành Công ty Thương Mại - Đầu Tư và Phát Triển (tên giao dịch là BECAMEX Corp.); Ngày 28/04/2006: Công ty Đầu Tư và Phát Triển Công Nghiệp (Becamex IDC Corp.) được thành lập trên cơ sở sắp xếp và tổ chức lại hoạt động của Công ty Thương mại Đầu tư và Phát triển (Becamex) theo Quyết định số 106/2006/QĐ-UBND của UBND tỉnh Bình Dương; Ngày 19/01/2010: Chuyển thành Tổng Công ty Đầu tư và Phát triển Công nghiệp hoạt động theo hình thức công ty mẹ- công ty con; Ngày 21/02/2018: Giao dịch trên thị trường UPCOM; Ngày 27/09/2018: Chuyển đổi thành Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP với vốn điều lệ 10.125.811.000.000 đồng theo Giấy chứng nhận đăng ký doanh nghiệp sô 3700145020 cấp thay đổi lần thứ 5 bởi Sở Kế hoạch và Đầu tư Tỉnh Bình Dương; Tháng 7/2019: Tăng vốn điều lệ lên 10.350.000 đồng; Ngày 31/07/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 31/08/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);   
BCG,  Ngày 07/11/2011: Tiền thân là Công ty Cổ phần Thủ Phủ Tre được thành lập; Ngày 05/02/2015: Đổi tên thành Công ty Cổ phần Bamboo Capital với vốn điều lệ ban đầu là 43 tỷ đồng; Ngày 13/03/2015: Tăng vốn điều lệ lên 407 tỷ đồng; Ngày 27/04/2015: Trở thành công ty đại chúng theo công văn số 2038/UBCK-QLPH của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 08/07/2015: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 16/07/2015: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 26/12/2016: Tăng vốn điều lệ lên 1.080.057.600.000 đồng; Ngày 03/09/2020: Tăng vốn điều lệ lên 1.360.057.600.000 đồng; Ngày 05/04/2021: Tăng vốn điều lệ lên 2.034.681.400.000 đồng; Ngày 19/07/2021: Tăng vốn điều lệ lên 2.075.371.740.000 đồng; Ngày 24/08/2021: Tăng vốn điều lệ lên 2.975.371.740.000 đồng; Ngày 05/05/2022: Tăng vốn điều lệ lên 5.033.054.370.000 đồng; Ngày 05/09/2022: Đổi tên thành Công ty Cổ phần Tập đoàn Bamboo Capital; Ngày 07/10/2022: Tăng vốn điều lệ lên 5.334.676.220.000 đồng; Ngày 26/06/2024: Tăng vốn điều lệ lên 8.001.966.250.000 đồng; Ngày 22/08/2024: Tăng vốn điều lệ lên 8.802.106.440.000 đồng;   
BCE,"  2002: Công ty Cổ phần Xây dựng và Giao thông Bình Dương được thành lập với vốn điều lệ ban đầu 7 tỷ đồng; 2003: Tăng vốn điều lệ lên 10 tỷ đồng; 2005: Tăng vốn điều lệ lên 20 tỷ đồng; 2006: Tăng vốn điều lệ lên 28 tỷ đồng;   2007: Tăng vốn điều lệ lên 98,7 tỷ đồng; 2009: Tăng vốn điều lệ lên 200 tỷ đồng; Ngày 28/06/2010: Cổ phiếu của công ty được giao dịch trên sàn HOSE; 2011: Tăng vốn điều lệ lên 300 tỷ đồng; Ngày 19/03/2021: Tăng vốn điều lệ lên 350 tỷ đồng;   "
BBC,"  Ngày 16/01/1999: Công ty Cổ phần Bánh Kẹo Biên Hòa với thương hiệu Bibica được thành lập với vốn điều lệ ban đầu là 25 tỉ đồng;  Năm 2001: Tăng vốn điều lệ từ 25 tỷ đồng lên 35 tỷ đồng Tháng 07, 2001: Tăng vốn điều lệ lên 56 tỷ đồng; Ngày 19/12/2001: Chính thức giao dịch tại Sở Giao dịch chứng khoán Thành phố Hồ Chí Minh. Năm 2006: Tăng vốn điều lệ lên 89,9 tỷ đồng; Năm 2007: Đổi tên thành Công ty Cổ Phần Bibica và tăng vốn điều lệ lên 107,7 tỷ đồng; Năm 2008: Tăng vốn điều lệ lên 154,2 tỷ đồng; Ngày 20/01/2022: Tăng vốn điều lệ lên 187,52 tỷ đồng;   "
BAF," Ngày 07/04/2017: Công ty Cổ phần Nông nghiệp BAF được thành lập với mức vốn điều lệ ban đầu là 30 tỷ đồng; Tháng 12, 2017: Tăng vốn điều lệ lên 100 tỷ đồng; Tháng 11, 2020: Tăng vốn điều lệ lên 500 tỷ đồng; Ngày 31/08/2021: Tăng vốn điều lệ lên 780 tỷ đồng; Ngày 01/09/2021: Trở thành Công ty Đại chúng theo công văn số 5089/UBCKNN-QLCB; Ngày 24/11/2021: Chính thức được niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 03/12/2021: Chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 02/06/2022: Tăng vốn điều lệ lên 1.435,2 tỷ đồng; Ngày 18/06/2024: Tăng vốn điều lệ lên 1.679,18 tỷ đồng; Ngày 07/08/2024: Tăng vốn điều lệ lên 2.390,21 tỷ đồng;  "
AST,"  Ngày 28/09/2015: Công ty Cổ phần Dịch vụ Hàng không Taseco Nội Bài được thành lập với vốn điều lệ ban đầu là 27,12 tỷ đồng để vận hành hoạt động kinh doanh dịch vụ khu vực Nội Bài và các sân bay lân cận; Năm 2016-2017: Thực hiện kế hoạch tái cấu trúc đồng bộ mảng dịch vụ hàng không, Công ty cổ phần dịch vụ Hàng không Taseco Nội Bài trở thành công ty mẹ sở hữu các đơn vị thành viên kinh doanh chuỗi cửa hàng (theo chuyển giao góp vốn từ Công ty mẹ) bao gồm: Taseco Đà Nẵng (99,9%), Taseco Sài Gòn (65%); kinh doanh dịch vụ khách sạn: Taseco Oceanview (100%), Taseco Media (99,9%) và đầu tư góp vốn vào Công ty Cổ phần Dịch vụ Suất ăn Hàng không Việt Nam (Vinacs); Ngày 16/12/2016: Tăng vốn điều lệ lên 160,48 tỷ đồng; Ngày 30/05/2017: Công ty Cổ phần Dịch vụ Hàng không Taseco Nội Bài được đổi tên thành Công ty Cổ phần Dịch vụ Hàng không Taseco (Taseco Airs) theo giấy chứng nhận đăng ký kinh doanh lần thứ 4 do Sở Kế hoạch và Đầu tư thành phố Hà Nội cấp; Ngày 27/07/2017: Tăng vốn điều lệ lên 360 tỷ đồng; Ngày 25/09/2017: Trở thành công ty đại chúng theo văn bản số 6411/UBCK-GSĐC của Ủy ban Chứng khoán Nhà nước; Ngày 26/12/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 04/01/2018: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 08/07/2019: Tăng vốn điều lệ lên 450 tỷ đồng;   "
ASP,"  1999: Thành lập Công ty Gia Đình là Công ty kinh doanh gas tư nhân đầu tiên ở Việt Nam Tháng 04, 2004: Công ty Cổ phần Tập đoàn Dầu khí Anpha được thành lập với vốn điều lệ ban đầu là 15 tỷ đồng. 2005: Thành lập Công ty Cổ phần Dầu khí An Pha tại Hà Nội; 2007: Trở thành công ty đại chúng. Vốn điều lệ tăng lên 126 tỉ đồng; 2008: Cổ phiếu của công ty chính thức niêm yết trên sàn HOSE; Ngày 15/02/2008: Chính thức giao dịch tại Sở Giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE) 2009: Tăng vốn điều lệ lên 228,9 tỷ đồng; Tháng 10/2014: Tăng vốn điều lệ lên 373,9 tỷ đồng;   "
ASM,  Ngày 05/02/1997: Công ty Cổ phần Đầu tư và Xây dựng Sao Mai tỉnh An Giang được thành lập theo Quyết định số 000450/GP/TLDN-03 cấp bởi UBND tỉnh An Giang; Ngày 05/03/1997: Chính thức đi vào hoạt động với vốn điều lệ ban đầu 905 triệu đồng theo Giấy chứng nhận đăng ký kinh doanh số 064828 cấp bởi Sở Kế hoạch và Đầu tư tỉnh An Giang; Năm 2009: Tăng vốn điều lệ lên 99.126.000.000 đồng; Năm 2010: Niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Năm 2013: Tăng vốn điều lệ lên 476.834.400.000 đồng; 2014: Đổi tên thành Công ty Cổ phần Tập đoàn Sao Mai và tăng vốn điều lệ lên 1.072.877.400.000 đồng; Năm 2015: Tăng vốn điều lệ lên 2.199.398.670.000 đồng; Ngày 27/10/2017: Tăng vốn điều lệ lên 2.419.338.530.000 đồng; Ngày 04/05/2019: Tăng vốn điều lệ lên 2.588.678.490.000 đồng; Ngày 04/03/2022: Tăng vốn điều lệ lên 3.365.267.520.000 đồng; Ngày 16/08/2024: Tăng vốn điều lệ lên 3.701.782.500.000 đồng;   
ASG,  Ngày 22/10/2010: Tiền thân là Công ty Cổ phần Dịch vụ Bưu chính Interserco – IPX được thành lập; Ngày 30/10/2012: Đổi tên thành Công ty Cổ phần Dịch vụ Sân Bay; Ngày 06/03/2014: Tăng vốn điều lệ lên 96.000.000.000 đồng; Tháng 01/2015: Đổi tên viết tắt và chính thức sử dụng thương hiệu ASG; Ngày 27/12/2016: Tăng vốn điều lệ lên 160.000.000.000 đồng; Ngày 22/06/2017: Tăng vốn điều lệ lên 200.000.000.000 đồng; Ngày 07/02/2018: Tăng vốn điều lệ lên 345.000.000.000 đồng; Ngày 04/05/2018: Trở thành công ty đại chúng; Ngày 16/08/2019: Tăng vốn điều lệ lên 482.999.170.000 đồng; Tháng 09/2019: Đổi tên thành Công ty Cổ phần Tập đoàn ASG; Ngày 23/04/2020: Tăng vốn điều lệ lên 630.449.640.000 đồng; Ngày 17/07/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 24/09/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 07/05/2021: Chuyển niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 06/08/2021: Tăng vốn điều lệ lên 756.538.910.000 đồng; Ngày 27/09/2021: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). Ngày 21/03/2024: Tăng vốn điều lệ lên 907.846.690.000 đồng;   
APH,"  Ngày 31/03/2017: Công ty Cổ phần An Phát Holdings được thành lập với vốn điều lệ 15 tỷ đồng. Tháng 08, 2018: Đổi tên thành Công ty Cổ phần Tập đoàn An Phát Holdings và tăng vốn điều lệ lên 1.241,15 tỷ đồng. Tháng 01, 2020: Chấp thuận trở thành Công ty đại chúng. Ngày 14/07/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh. Ngày 28/07/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh. Ngày 27/04/2021: Tăng vốn điều lệ lên 2.024.223.220.000 đồng. Ngày 01/03/2022: Tăng vốn điều lệ lên 2.511.991.480.000 đồng; Ngày 17/03/2023: Giảm vốn điều lệ xuống 2.438.842.680.000 đồng do mua lại cổ phiếu ưu đãi.   "
APG,"  Ngày 15/11/2007: Công ty Cổ phần Chứng khoán An Phát được chính thức thành lập với vốn điều lệ ban đầu là 135 tỷ đồng. Ngày 06/12/2007: Công ty chính thức trở thành thành viên của Trung tâm lưu ký chứng khoán. Ngày 28/01/2008: Công ty chính thức trở thành thành viên của Sở giao dịch chứng khoán TP.HCM, Trung tâm giao dịch chứng khoán Hà Nội và thành viên của Trung tâm lưu ký chứng khoán; Thành lập và khai trương Chi nhánh Thành phố Hồ Chí Minh. 2010: 13,5 triệu cổ phiếu của công ty chính thức niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Ngày 14/01/2011: Tăng vốn điều lệ lên 135.289.000.000 đồng. Ngày 23/11/2016: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Ngày 30/11/2016: Chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). Ngày 26/02/2019: Tăng vốn điều lệ lên 340.289.000.000 đồng. Ngày 18/06/2019: Đổi tên thành Công ty Cổ phần Chứng khoán APG. Ngày 12/08/2021: Tăng vốn điều lệ lên 731.533.060.000 đồng; Ngày 08/02/2022: Tăng vốn điều lệ lên 1.463.066.120.000 đồng; Ngày 11/09/2023: Tăng vốn điều lệ lên 1.536.219.420.000 đồng; Ngày 14/05/2024: Tăng vốn điều lệ lên 2.236.219.420.000 đồng; Ngày 30/07/2024: Tăng vốn điều lệ lên 2.236.219.420.000 đồng;   "
ANV,"  1993: Tiền thân là Công ty TNHH Nam Việt được thành lập và hoạt động trong lĩnh vực xây dựng dân dụng và công nghiệp với vốn điều lệ là 27 tỷ đồng; 2000: Mở rộng phạm vi kinh doanh sang lĩnh vực chế biến thủy sản, khởi đầu là Xí nghiệp Thủy sản Mỹ Quý; Từ năm 2001 đến 2004: Nam Việt đầu tư thêm 2 nhà máy sản xuất thủy sản đông lạnh với tổng công suất chế biến trung bình là 500 tấn cá/ngày; Ngày 02/10/2006: Chính thức chuyển đổi thành Công ty Cổ phần Nam Việt với vốn điều lệ 660 tỷ đồng với lĩnh vực kinh doanh chính là chế biến cá tra, cá basa đông lạnh; Năm 2007: Niêm yết cổ phiếu tại HOSE và tăng vốn điều lệ lên 1.250.446.250.000 đồng; Năm 2012: Xây dựng và đưa Nhà máy chế biến thủy sản đi vào hoạt động với tổng công suất 200.000 tấn/năm; Năm 2014: Tăng công suất sản xuất lên 400,000 tấn/năm; Năm 2015: Hoàn thành việc xây dựng chuỗi sản xuất khép kín từ con giống, thức ăn, nuôi trồng thủy sản tới chế biến; Ngày 12/02/2019: Tăng vốn điều lệ lên 1.275.396.250.000 đồng; Ngày 03/04/2023: Tăng vốn điều lệ lên 1.335.396.250.000 đồng; Ngày 19/11/2024: Tăng vốn điều lệ lên 2.666.675.000.000 đồng;   "
